loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), magADC[0], magADC[1], magADC[2], BaroAlt (cm), gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
63728, 441184938,   4,  17, -18,  10,  14, -13,  -2,   8, -19,  18,  -3, 1410, 0.000, 764, 151, -93, -11, -522, 222,  88,  -3,  63, 4539, 1406, 1390, 1492, 1352, 0, SMALL_ANGLE, IDLE, 1, 1
63744, 441200899,   1,  24,   1,  10,  16, -13,   0,   0, -18,  18,  -3, 1410, 0.000, 764, 151, -93, -11, -467, 137, -35,  25, 174, 5115, 1427, 1371, 1473, 1369, 0, SMALL_ANGLE, IDLE, 1, 1
63760, 441216822,   1,  20,   0,  10,  18, -13,   0,   0, -18,  18,  -3, 1410, 0.000, 764, 151, -93, -9, -460, 193, -24, 344, 141, 4593, 1424, 1374, 1472, 1370, 0, SMALL_ANGLE, IDLE, 1, 1
63776, 441232756,   6,   9, -13,  10,  19, -13,   0,  -2, -16,  17,  -3, 1410, 0.026, 762, 132, -61, -8, -474, 301,  59, 876, -288, 4754, 1394, 1394, 1478, 1374, 0, SMALL_ANGLE, IDLE, 1, 1
63792, 441248721,  10,   2,   2,  11,  20, -13,  -1,  -4, -13,  18,  -2, 1411, 0.026, 762, 132, -61, -8, -450, 409, -28, 1695, -400, 5221, 1398, 1384, 1460, 1402, 0, SMALL_ANGLE, IDLE, 1, 1
63808, 441264656,  13,  -3,  17,  12,  19, -13,  -4,   0, -10,  19,  -2, 1416, 0.026, 762, 132, -61, -8, -413, 488, -117, 760, -165, 5432, 1415, 1375, 1449, 1425, 0, SMALL_ANGLE, IDLE, 1, 1
63824, 441280589,   9,   3,   9,  13,  19, -12,  -5,   5,  -8,  21,  -1, 1420, 0.000, 762, 132, -61, -8, -315, 463, -69, 138, -248, 5702, 1427, 1379, 1467, 1407, 0, SMALL_ANGLE, IDLE, 1, 1
63840, 441296519,  -2,   9,   1,  14,  20, -13,  -6,   1,  -8,  21,  -1, 1420, 0.000, 762, 132, -61, -8, -182, 388, -16, 246, -63, 4996, 1432, 1396, 1468, 1384, 0, SMALL_ANGLE, IDLE, 1, 1
63856, 441312448,  -8,  19,   2,  13,  21, -12,   0,   2,  -7,  22,  -1, 1426, 0.000, 762, 132, -61, -4, -84, 303, -24, -367, -450, 4736, 1453, 1389, 1483, 1379, 0, SMALL_ANGLE, IDLE, 1, 1
63872, 441328370,  -1,  21,   0,  13,  23, -13,   3,   0,  -5,  21,  -2, 1430, 0.000, 747, 121, -22, -4, -116, 246, -15, -323, -453, 5248, 1446, 1384, 1502, 1388, 0, SMALL_ANGLE, IDLE, 1, 1
63888, 441344352,  10,  15,   1,  13,  25, -13,   3,  -4,  -2,  19,  -2, 1436, 0.000, 747, 121, -22, -2, -182, 276, -25, -548,  81, 4728, 1434, 1386, 1510, 1414, 0, SMALL_ANGLE, IDLE, 1, 1
63904, 441360289,  15,   9, -21,  14,  26, -13,   0,  -8,  -2,  19,  -2, 1436, 0.000, 747, 121, -22, -1, -241, 350, 114, -270, 454, 5703, 1400, 1414, 1526, 1404, 0, SMALL_ANGLE, IDLE, 1, 1
63920, 441376215,  16,  -4,  -4,  16,  26, -13,  -5, -10,   0,  19,  -2, 1439, 0.000, 747, 121, -22, -1, -197, 503,   9, -96, 575, 5568, 1407, 1417, 1495, 1437, 0, SMALL_ANGLE, IDLE, 1, 1
63936, 441392156,   8, -16,  -9,  17,  25, -14,  -5,  -8,   2,  18,  -2, 1440, 0.000, 747, 121, -22, 0, -54, 623,  42, -137, 517, 1628, 1398, 1442, 1484, 1436, 0, SMALL_ANGLE, IDLE, 1, 1
63952, 441408086,  -7, -23,  -8,  17,  23, -14, -12,  -3,   2,  17,  -2, 1442, 0.000, 747, 121, -22, 0, 129, 695,  34, -353,  91, 4114, 1419, 1469, 1459, 1421, 0, SMALL_ANGLE, IDLE, 1, 1
63968, 441424010, -17, -19,   2,  16,  21, -15,  -2,   7,   2,  15,  -2, 1446, 0.000, 766,  75,  -2, 4, 249, 582, -28, -98, -96, 5730, 1445, 1453, 1465, 1421, 0, SMALL_ANGLE, IDLE, 1, 1
63984, 441439959, -10,   5,   0,  15,  21, -15,   7,  12,   2,  15,  -2, 1446, 0.000, 766,  75,  -2, 6, 170, 297, -16, -429, 225, 6709, 1457, 1411, 1511, 1405, 0, SMALL_ANGLE, IDLE, 1, 1
64000, 441455917,  -4,  24, -18,  14,  22, -15,   5,   7,   2,  13,  -2, 1449, 0.000, 766,  75,  -2, 6,  94,  12,  96, -404, 224, 6189, 1454, 1414, 1550, 1378, 0, SMALL_ANGLE, IDLE, 1, 1
64016, 441471844,   5,  29,   5,  14,  25, -15,   0,   3,   3,  11,  -2, 1450, 0.000, 766,  75,  -2, 7,   2, -101, -46, -374,  78, 6106, 1478, 1384, 1536, 1402, 0, SMALL_ANGLE, IDLE, 1, 1
64032, 441487778,   2,  20, -18,  15,  27, -15,  -7,  -5,   4,   9,  -2, 1451, 0.000, 766,  75,  -2, 8,  64, -31,  92, -218, 336, 5618, 1450, 1432, 1536, 1386, 0, SMALL_ANGLE, IDLE, 1, 1
64048, 441503720,  -6,   9,   2,  14,  29, -16,  -5,  -8,   4,   9,  -2, 1451, 0.000, 766,  75,  -2, 8, 169, 104, -30,  53, 207, 5774, 1464, 1432, 1498, 1410, 0, SMALL_ANGLE, IDLE, 1, 1
64064, 441519669,  -9, -10,  -2,  14,  28, -15,   0,  -7,   6,   8,  -1, 1451, 0.000, 766,  75,  -2, 8, 249, 312,   0,  77, 907, 5770, 1440, 1452, 1484, 1428, 0, SMALL_ANGLE, IDLE, 1, 1
64080, 441535594,  -6, -24, -10,  13,  26, -16,  -3,  -1,  10,   7,  -2, 1451, 0.000, 749, 126,  13, 8, 305, 457,  48,  20, 308, 6305, 1422, 1472, 1482, 1428, 0, SMALL_ANGLE, IDLE, 1, 1
64096, 441551542,   1, -30,  10,  13,  24, -16,  -3,   0,  15,   6,  -2, 1451, 0.000, 749, 126,  13, 8, 336, 500, -77, -307, -417, 7173, 1428, 1452, 1462, 1462, 0, SMALL_ANGLE, IDLE, 1, 1
64112, 441567489,  26, -24, -10,  13,  21, -16,   0,  -1,  26,   6,  -2, 1451, 0.000, 749, 126,  13, 8, 306, 435,  46, -279, -181, 5628, 1382, 1442, 1512, 1468, 0, SMALL_ANGLE, IDLE, 1, 1
64128, 441583444,  21, -12,   7,  16,  20, -16,  -6,   3,  26,   6,  -2, 1451, 0.000, 749, 126,  13, 8, 367, 280, -63, -527, -379, 5288, 1422, 1418, 1502, 1462, 0, SMALL_ANGLE, IDLE, 1, 1
64144, 441599408,  27,   6, -13,  19,  19, -16, -14,   9,  38,   7,  -2, 1450, 0.000, 749, 126,  13, 8, 590,  88,  67, -344, 193, 5228, 1423, 1413, 1545, 1419, 0, SMALL_ANGLE, IDLE, 1, 1
64160, 441615392,  10,  17, -14,  21,  21, -16, -15,   7,  45,   7,  -3, 1450, 0.000, 749, 126,  13, 12, 958, -47,  61, -386, -696, 5515, 1449, 1419, 1541, 1391, 0, SMALL_ANGLE, IDLE, 1, 1
64176, 441631400,  -8,  16,   5,  21,  22, -16, -17,  -2,  53,   7,  -3, 1450, 0.000, 714, 127,  27, 12, 1375, -32, -56, -136,   6, 5372, 1479, 1429, 1493, 1399, 0, SMALL_ANGLE, IDLE, 1, 1
64192, 441647357, -26,   6,   5,  19,  23, -15, -11,  -6,  57,   6,  -3, 1451, 0.000, 714, 127,  27, 18, 1690,  61, -58, -152, -283, 4999, 1482, 1456, 1466, 1400, 0, SMALL_ANGLE, IDLE, 1, 1
64208, 441663303, -36,  -3,  -4,  15,  24, -15,  -5,  -8,  57,   6,  -3, 1451, 0.026, 714, 127,  27, 18, 1814, 178,   3, -243, -219, 4582, 1471, 1483, 1457, 1393, 0, SMALL_ANGLE, IDLE, 1, 1
64224, 441679214, -21, -10,   5,  13,  23, -16,   1,  -8,  66,   6,  -4, 1451, 0.026, 714, 127,  27, 25, 1855, 267, -61, -410, -359, 4423, 1452, 1464, 1460, 1428, 0, SMALL_ANGLE, IDLE, 1, 1
64240, 441695180,   3, -14,   9,  12,  22, -15,   2,  -2,  76,   5,  -3, 1451, 0.026, 714, 127,  27, 29, 1801, 283, -81, -55, 1214, 3728, 1434, 1434, 1480, 1456, 0, SMALL_ANGLE, IDLE, 1, 1
64256, 441711145,  15, -10,  18,  13,  21, -15,  -2,   4,  81,   6,  -3, 1450, 0.000, 714, 127,  27, 29, 1777, 260, -135, -16, -625, 5054, 1442, 1406, 1488, 1464, 0, SMALL_ANGLE, IDLE, 1, 1
64272, 441727063,   0,  -8,  -2,  14,  20, -14, -10,   3,  81,   6,  -3, 1450, 0.000, 692, 198, -12, 35, 1960, 234, -14, -186, -611, 6219, 1445, 1447, 1485, 1423, 0, SMALL_ANGLE, IDLE, 1, 1
64288, 441743008, -29,   0, -13,  12,  19, -14,  -9,   0,  73,   6,  -4, 1450, 0.000, 692, 198, -12, 38, 2114, 144,  52, -461, -69, 3597, 1468, 1484, 1470, 1378, 0, SMALL_ANGLE, IDLE, 1, 1
64304, 441758972, -57,  15,   7,   7,  20, -13,  -4,   4,  63,   6,  -5, 1449, 0.000, 692, 198, -12, 38, 2210, -42, -80, -143, 345, 3033, 1536, 1470, 1440, 1350, 0, SMALL_ANGLE, IDLE, 1, 1
64320, 441774944, -70,  18,   1,   1,  22, -13,   9,   4,  51,   6,  -5, 1449, 0.000, 692, 198, -12, 47, 2090, -85, -43, -466, -199, 5593, 1541, 1477, 1445, 1333, 0, SMALL_ANGLE, IDLE, 1, 1
64336, 441790896, -53,  18, -12,  -4,  24, -13,  21,  -6,  46,   6,  -4, 1449, 0.000, 692, 198, -12, 47, 1748, -80,  46, -285,  23, 5658, 1496, 1474, 1474, 1352, 0, 0, IDLE, 1, 1
64352, 441806834,  -6,  11,   0,  -7,  25, -14,  22,  -5,  46,   6,  -4, 1449, 0.000, 692, 198, -12, 52, 1182,   9, -28, -493, -109, 5674, 1457, 1423, 1503, 1413, 0, 0, IDLE, 1, 1
64368, 441822779,  11,  -8,  21,  -7,  25, -13,  15,  -8,  38,   5,  -3, 1448, 0.000, 692, 198, -12, 58, 779, 212, -148, -228, 146, 4942, 1446, 1412, 1468, 1466, 0, 0, IDLE, 1, 1
64384, 441838709,  10, -18,  12,  -6,  24, -12,   8,  -3,  28,   4,  -1, 1448, 0.000, 759, 343, -24, 58, 544, 305, -84, 655, -2230, 5753, 1439, 1433, 1463, 1457, 0, 0, IDLE, 1, 1
64400, 441854624, -13, -17,   0,  -5,  22, -11,   0,   1,  15,   4,   5, 1446, 0.000, 759, 343, -24, 65, 513, 293,  29, -113, -981, 3575, 1459, 1469, 1445, 1411, 0, 0, IDLE, 1, 1
64416, 441870581, -13,  -6,  19,  -7,  21, -10,  -2,   7,  15,   4,   5, 1446, 0.000, 759, 343, -24, 65, 508, 163, -93, -232, -379, 2939, 1499, 1437, 1437, 1411, 0, 0, IDLE, 1, 1
64432, 441886513, -22,   0,   7,  -9,  21,  -9,   2,   6,  10,   4,  11, 1445, 0.000, 759, 343, -24, 76, 501,  84,  22, -280, -180, 4759, 1499, 1449, 1445, 1387, 0, 0, IDLE, 1, 1
64448, 441902469, -19,   6,  -8, -11,  21,  -9,   8,   1,   6,   4,  12, 1435, 0.000, 759, 343, -24, 83, 374,  19, 116, -284, 123, 4952, 1468, 1446, 1458, 1368, 0, 0, IDLE, 1, 1
64464, 441918424,  -5,  12,  11, -12,  22,  -9,   8,   2,   4,   5,  10, 1422, 0.000, 759, 343, -24, 83, 148, -39, -16, -343, -476, 4447, 1469, 1393, 1447, 1379, 0, 0, IDLE, 1, 1
64480, 441934355,  10,  22, -17, -11,  24,  -9,   5,   2,   3,   6,   7, 1404, 0.000, 717, 350, -70, 90, -63, -137, 140, -403, -1001, 4859, 1422, 1378, 1482, 1334, 0, 0, IDLE, 1, 1
64496, 441950296,  23,  22,  17, -10,  26,  -8,  -1, -12,   3,   6,   7, 1404, 0.000, 717, 350, -70, 98, -218, -139, -67,  -9, -256, 4608, 1437, 1347, 1443, 1389, 0, 0, IDLE, 1, 1
64512, 441966235,  24,  18,  -2,  -7,  28,  -6,  -1,   1,   3,   7,   8, 1393, 0.000, 717, 350, -70, 98, -225, -62,  56, 213, -1136, 4945, 1416, 1338, 1464, 1354, 0, 0, IDLE, 1, 1
64528, 441982195,  14,  12,  14,  -5,  29,  -6, -10,  -9,   3,   8,   7, 1385, 0.000, 717, 350, -70, 110, -111,  40, -48, -105, 245, 3680, 1426, 1346, 1408, 1360, 0, 0, IDLE, 1, 1
64544, 441998135,   7,  -1,   8,  -4,  30,  -6,  -5, -10,   3,   8,   7, 1382, 0.000, 717, 350, -70, 110, -19, 196, -14, -33, -227, 4085, 1405, 1363, 1397, 1363, 0, 0, IDLE, 1, 1
64560, 442014075,  -3, -16,  -1,  -4,  29,  -6,   0,  -3,   3,   9,   7, 1382, 0.000, 717, 350, -70, 120, 109, 408,  45, -97, -619, 5225, 1392, 1386, 1392, 1358, 0, 0, IDLE, 1, 1
64576, 442030032,  -5, -26,  -6,  -5,  27,  -6,  -1,  -2,   3,   9,   7, 1382, 0.000, 682, 292, -104, 129, 127, 533,  76, -283, 192, 4572, 1380, 1406, 1382, 1360, 0, 0, IDLE, 1, 1
64592, 442045972,   0, -25,   9,  -5,  24,  -6,   0,   3,   2,   9,   7, 1379, 0.000, 682, 292, -104, 129,  47, 520, -23, -356, 240, 3936, 1389, 1379, 1373, 1375, 0, 0, IDLE, 1, 1
64608, 442061915,   0, -17,  -4,  -5,  22,  -7,  -3,   3,   0,   9,   3, 1373, 0.000, 682, 292, -104, 135,   1, 413,  43, -466, 107, 4091, 1378, 1384, 1384, 1346, 0, 0, IDLE, 1, 1
64624, 442077856,  -9,  -5,  -6,  -5,  21,  -7,   0,   5,  -4,   9,  -1, 1367, 0.000, 682, 292, -104, 142,   2, 275,  27, -471, -76, 3988, 1389, 1373, 1387, 1319, 0, 0, IDLE, 1, 1
64640, 442093790,  -3,   7,   4,  -6,  21,  -7,   5,   4,  -4,   9,  -1, 1367, 0.000, 682, 292, -104, 142, -72, 127, -36, 467, -258, 2301, 1400, 1342, 1398, 1328, 0, 0, IDLE, 1, 1
64656, 442109735,  -1,  17, -10,  -6,  23,  -7,   3,   4,  -7,   9,  -4, 1364, 0.000, 682, 292, -104, 149, -162,   4,  34, 892, -464, 3328, 1395, 1341, 1421, 1299, 0, 0, IDLE, 1, 1
64672, 442125669,   4,  18,   1,  -6,  24,  -7,   4,  -5,  -9,   9,  -4, 1364, 0.000, 682, 292, -104, 149, -281,  -7, -34, 191, -184, 3697, 1393, 1331, 1409, 1323, 0, 0, IDLE, 1, 1
64688, 442141601,  17,  16,  -6,  -5,  26,  -7,   4,  -5,  -9,   9,  -4, 1364, 0.000, 664, 304, -100, 157, -437,  21,  15, 153, 297, 3520, 1372, 1324, 1430, 1330, 0, 0, IDLE, 1, 1
64704, 442157553,  13,   9,   1,  -3,  27,  -8,   0,  -4, -11,   9,  -4, 1365, 0.000, 664, 304, -100, 162, -432,  97, -35, 541, -202, 3571, 1380, 1330, 1414, 1336, 0, 0, IDLE, 1, 1
64720, 442173484,   9,   4,   4,  -2,  28,  -7,  -2,  -8, -11,   9,  -4, 1365, 0.000, 664, 304, -100, 162, -382, 156, -55, 209, -462, 3144, 1381, 1339, 1397, 1343, 0, 0, IDLE, 1, 1
64736, 442189459,  -2,  -5,  -2,  -2,  28,  -7,  -2,  -8, -14,   8,  -4, 1365, 0.000, 664, 304, -100, 168, -318, 252, -12, 544, -294, 3564, 1377, 1365, 1383, 1335, 0, 0, IDLE, 1, 1
64752, 442205386, -10, -17,  -2,  -3,  27,  -7,   0, -11, -17,   8,  -5, 1365, 0.000, 664, 304, -100, 175, -303, 392, -21,  75, -277, 3619, 1368, 1388, 1360, 1344, 0, 0, IDLE, 1, 1
64768, 442221319, -11, -22,   6,  -4,  25,  -7,   2,  -4, -19,   7,  -5, 1366, 0.000, 664, 304, -100, 175, -337, 438, -73, 1402, -5866, 3709, 1377, 1381, 1353, 1353, 0, 0, IDLE, 1, 1
64784, 442237246,  -8, -21,  17,  -5,  23,  -7,   1,   4, -19,   7,  -5, 1366, 0.000, 649, 288, -94, 179, -376, 417, -138, 743, -4259, 3717, 1394, 1362, 1350, 1358, 0, 0, IDLE, 1, 1
64800, 442253158,   0, -14,   0,  -5,  22,  -7,   0,   2, -17,   7,  -6, 1366, 0.000, 649, 288, -94, 179, -431, 329, -42, 1659, -2010, 4268, 1374, 1368, 1378, 1344, 0, 0, IDLE, 1, 1
64816, 442269105,   7,  -6,   2,  -4,  21,  -7,  -2,   0, -15,   7,  -6, 1367, 0.000, 649, 288, -94, 185, -455, 236, -54, 2427, -3091, 2154, 1376, 1356, 1388, 1348, 0, 0, IDLE, 1, 1
64832, 442285061,   7,  -7,  -4,  -4,  20,  -7,   2,   2, -16,   7,  -6, 1366, 0.000, 649, 288, -94, 189, -476, 252, -18, 2749, -531, 3253, 1365, 1357, 1397, 1345, 0, 0, IDLE, 1, 1
64848, 442301006,   0,   0,   3,  -3,  20,  -7,   4,   7, -21,   6,  -6, 1366, 0.000, 649, 288, -94, 189, -525, 132, -60, 3350, -3274, 2842, 1388, 1342, 1398, 1336, 0, 0, IDLE, 1, 1
64864, 442316980,   9,  15,  -5,  -3,  20,  -7,   7,  11, -21,   6,  -6, 1366, 0.000, 649, 288, -94, 194, -634, -50,  -9, 1874, -2756, 3569, 1387, 1319, 1437, 1321, 0, 0, IDLE, 1, 1
64880, 442332916,   4,  28,  -1,  -2,  22,  -7,   2,   6, -26,   5,  -5, 1367, 0.000, 624, 272, -64, 197, -684, -231, -28, 673, -2140, 3642, 1411, 1315, 1435, 1307, 0, 0, IDLE, 1, 1
64896, 442348849,   3,  26,  -2,  -2,  25,  -7,  -3,  -3, -25,   4,  -5, 1367, 0.000, 624, 272, -64, 197, -659, -235, -27, 1513, -5180, 3178, 1408, 1330, 1422, 1308, 0, 0, IDLE, 1, 1
64912, 442364787,  21,  17,  25,  -1,  27,  -7,   4,  -8, -18,   4,  -5, 1367, 0.000, 624, 272, -64, 199, -698, -112, -187, -310, -1434, 4104, 1397, 1289, 1409, 1373, 0, 0, IDLE, 1, 1
64928, 442380687,  36,  11,   4,   1,  28,  -6,   4,  -3, -15,   6,  -5, 1367, 0.000, 624, 272, -64, 199, -809,   6, -60, 484, -20, 3450, 1360, 1292, 1446, 1370, 0, 0, IDLE, 1, 1
64944, 442396610,  38,   0,   1,   5,  29,  -6,  -5,  -4, -15,   6,  -5, 1367, 0.000, 624, 272, -64, 204, -834, 132, -47, 324, -472, 3538, 1349, 1309, 1435, 1375, 0, 0, IDLE, 1, 1
64960, 442412553,  30,  -5,   2,   8,  29,  -6, -10,  -3, -12,   7,  -4, 1367, 0.000, 624, 272, -64, 207, -661, 231, -40, 954, -3431, 3807, 1356, 1322, 1420, 1370, 0, 0, IDLE, 1, 1
64976, 442428499,   9, -10,  -7,  10,  28,  -6, -10,   0, -12,   7,  -4, 1367, 0.000, 624, 272, -64, 207, -413, 287,  18, 366, -1537, 4231, 1363, 1353, 1407, 1345, 0, 0, IDLE, 1, 1
64992, 442444428, -17,  -9,  15,  10,  27,  -5, -16,   2, -12,   7,  -5, 1367, 0.000, 636, 231, -59, 209, -98, 273, -127, -313, -458, 3791, 1420, 1360, 1354, 1334, 0, 0, IDLE, 1, 1
65008, 442460351, -34, -10,   7,   7,  26,  -5,  -8,   0, -12,   7,  -5, 1367, 0.000, 636, 231, -59, 210, 113, 281, -80, -605, -142, 3610, 1420, 1384, 1346, 1318, 0, 0, IDLE, 1, 1
65024, 442476320, -42,  -6,   8,   3,  25,  -5,  -6,   4, -12,   7,  -5, 1367, 0.000, 636, 231, -59, 210, 219, 235, -85, -577, -486, 3609, 1438, 1386, 1342, 1302, 0, 0, IDLE, 1, 1
65040, 442492238, -36,   4,  -3,   0,  25,  -5,   4,   2, -11,   7,  -6, 1368, 0.000, 636, 231, -59, 210, 169, 116, -23, 945, -592, 2274, 1423, 1377, 1375, 1297, 0, 0, IDLE, 1, 1
65056, 442508176, -17,   8, -21,  -3,  26,  -6,  10,   0, -10,   7,  -6, 1368, 0.000, 636, 231, -59, 210, -46,  60,  90, 250, -3056, 2282, 1385, 1371, 1419, 1297, 0, 0, IDLE, 1, 1
65072, 442524132,   4,  11,  -8,  -3,  27,  -6,  12,   3, -11,   7,  -6, 1370, 0.000, 636, 231, -59, 214, -321,  31,  15, 3031, -4055, 3187, 1384, 1330, 1438, 1328, 0, 0, IDLE, 1, 1
65088, 442540091,  21,   8,  -7,  -2,  28,  -7,   8,  -4, -11,   7,  -6, 1370, 0.000, 646, 257, -48, 216, -526,  65,   6, 2310, -2427, 3596, 1361, 1325, 1443, 1351, 0, 0, IDLE, 1, 1
65104, 442556007,  22,  -5,  15,   0,  28,  -6,  -3,  -8, -12,   6,  -5, 1372, 0.017, 646, 257, -48, 216, -566, 197, -125, 1330, -653, 3542, 1377, 1329, 1397, 1385, 0, 0, IDLE, 1, 1
65120, 442571960,  17, -15,   2,   2,  27,  -6,  -3,  -4, -14,   5,  -5, 1377, 0.000, 646, 257, -48, 217, -558, 297, -49, 236, -100, 4244, 1365, 1357, 1405, 1381, 0, 0, IDLE, 1, 1
65136, 442587926,  12, -18,  11,   3,  26,  -6,   0,   2, -15,   4,  -5, 1382, 0.000, 646, 257, -48, 221, -516, 304, -107, -127, -1052, 4509, 1382, 1352, 1402, 1392, 0, 0, IDLE, 1, 1
65152, 442603873,   7, -22,  -7,   4,  24,  -6,  -8,   1, -15,   4,  -5, 1382, 0.000, 646, 257, -48, 221, -452, 356,  11, 860, -6029, 4006, 1369, 1389, 1401, 1369, 0, 0, IDLE, 1, 1
65168, 442619809, -10, -18, -13,   4,  22,  -6, -12,   4, -16,   4,  -5, 1383, 0.000, 646, 257, -48, 223, -277, 310,  45, -137, -2299, 3934, 1390, 1412, 1392, 1338, 0, 0, IDLE, 1, 1
65184, 442635759, -15,  -4,   2,   3,  21,  -6,  -6,   7, -14,   5,  -5, 1382, 0.000, 620, 203, -32, 223, -162, 161, -48, 418, -1921, 4144, 1420, 1380, 1392, 1336, 0, 0, IDLE, 1, 1
65200, 442651712, -13,   8,  -4,   1,  21,  -6,  -2,   9, -12,   5,  -5, 1382, 0.053, 620, 203, -32, 228, -138,  18,  -8, 333, -2113, 4691, 1424, 1368, 1416, 1320, 0, 0, IDLE, 1, 1
65216, 442667651,  -6,  19,  10,   0,  22,  -6,   4,   7, -10,   6,  -5, 1383, 0.053, 620, 203, -32, 231, -183, -94, -98, -480, -3529, 255, 1437, 1333, 1425, 1337, 0, 0, IDLE, 1, 1
65232, 442683577,   0,  24,   5,   0,  24,  -6,   6,   2, -10,   6,  -5, 1383, 0.053, 620, 203, -32, 231, -244, -163, -70, -273, -3818, 2909, 1426, 1328, 1440, 1338, 0, 0, IDLE, 1, 1
65248, 442699528,  13,  26,   0,   1,  27,  -6,   4,   0,  -9,   7,  -5, 1383, 0.000, 620, 203, -32, 236, -381, -153, -32, -72, -808, 2672, 1412, 1318, 1460, 1342, 0, 0, IDLE, 1, 1
65264, 442715466,  22,  19,   3,   2,  29,  -6,   2,  -4,  -9,   7,  -5, 1385, 0.000, 620, 203, -32, 239, -502, -64, -58,  -2, 486, 882, 1400, 1318, 1458, 1364, 0, 0, IDLE, 1, 1
65280, 442731413,  27,   9,   1,   5,  30,  -6,   1,  -4,  -8,   6,  -5, 1388, 0.000, 620, 203, -32, 239, -528,  30, -46,  60, 795, 2746, 1385, 1325, 1461, 1381, 0, 0, IDLE, 1, 1
65296, 442747370,  21,  -5, -16,   7,  30,  -6,  -5, -10,  -8,   6,  -5, 1388, 0.000, 636, 194, -19, 241, -465, 201,  62, -579,  74, 3919, 1358, 1372, 1448, 1374, 0, 0, IDLE, 1, 1
65312, 442763287,  13, -17,   3,   9,  29,  -6, -10, -10,  -5,   6,  -4, 1394, 0.000, 636, 194, -19, 241, -293, 348, -48, -127, 274, 3136, 1381, 1383, 1411, 1401, 0, 0, IDLE, 1, 1
65328, 442779209,   2, -21,   0,  10,  27,  -6,  -8,  -3,  -2,   6,  -4, 1401, 0.000, 636, 194, -19, 245, -82, 403, -28, 429, -106, 4134, 1394, 1400, 1414, 1396, 0, 0, IDLE, 1, 1
65344, 442795175,  -7, -14,   6,   9,  26,  -7,  -3,   7,   0,   6,  -4, 1404, 0.000, 636, 194, -19, 248,  78, 309, -64, -59,   8, 3831, 1423, 1387, 1423, 1383, 0, 0, IDLE, 1, 1
65360, 442811096, -21,  -1,  -6,   8,  25,  -7, -10,   7,   0,   6,  -5, 1405, 0.000, 636, 194, -19, 248, 259, 152,   2, 431, 138, 3850, 1446, 1410, 1426, 1338, 0, 0, IDLE, 1, 1
65376, 442827048, -25,   6,  -7,   6,  25,  -7,  -2,   1,   0,   6,  -5, 1405, 0.000, 636, 194, -19, 253, 298,  62,   8, -721, -30, 3708, 1444, 1408, 1430, 1338, 0, 0, IDLE, 1, 1
65392, 442842966, -19,  11, -18,   3,  26,  -8,   5,  -2,   0,   5,  -5, 1405, 0.000, 634, 181,  13, 253, 227, -25,  76, -1010, -130, 3659, 1425, 1407, 1455, 1333, 0, 0, IDLE, 1, 1
65408, 442858908,  -7,  13,  11,   2,  27,  -8,  10,  -3,   0,   4,  -6, 1404, 0.000, 634, 181,  13, 256,  79, -75, -110, -913, -150, 4726, 1439, 1359, 1443, 1375, 0, 0, IDLE, 1, 1
65424, 442874826,   6,  13,  -5,   2,  29,  -8,   4,  -4,   1,   3,  -5, 1404, 0.000, 634, 181,  13, 258, -63, -90,  -6, -1021, 512, 4348, 1417, 1367, 1467, 1365, 0, 0, IDLE, 1, 1
65440, 442890773,  11,   6,  15,   3,  30,  -8,   0,  -3,   1,   3,  -5, 1404, 0.000, 634, 181,  13, 258, -120, -15, -128, -439, 526, 4698, 1430, 1350, 1444, 1392, 0, 0, IDLE, 1, 1
65456, 442906712,  19,  -3,   3,   5,  30,  -7,   1,  -4,   2,   2,  -5, 1404, 0.000, 634, 181,  13, 262, -192,  84, -54, -563, 475, 4441, 1398, 1360, 1456, 1402, 0, 0, IDLE, 1, 1
65472, 442922668,  13,  -9,   5,   7,  29,  -7,  -5,  -3,   2,   2,  -4, 1404, 0.000, 634, 181,  13, 265, -121, 159, -59, -658, 491, 4027, 1404, 1374, 1438, 1400, 0, 0, IDLE, 1, 1
65488, 442938615,  -2,  -2, -19,   7,  29,  -7, -10,   4,   2,   3,  -4, 1404, 0.000, 623, 178,  10, 265,  64,  89,  89, -474,  48, 4612, 1414, 1404, 1456, 1342, 0, 0, IDLE, 1, 1
65504, 442954569, -17,   1, -10,   6,  29,  -7,  -7,   4,   2,   3,  -5, 1404, 0.000, 623, 178,  10, 267, 252,  54,  24, -605, -511, 4608, 1439, 1405, 1437, 1335, 0, 0, IDLE, 1, 1
65520, 442970506, -21,  -2,  -8,   4,  29,  -8,   0,  -4,   2,   3,  -5, 1404, 0.000, 623, 178,  10, 267, 303,  97,  18, -610, -139, 3397, 1428, 1414, 1426, 1348, 0, 0, IDLE, 1, 1
65536, 442986431, -11,  -3,  -2,   3,  29,  -8,   3,  -6,   2,   3,  -5, 1404, 0.000, 623, 178,  10, 268, 176, 109, -23, -1004, 365, 2194, 1419, 1399, 1429, 1369, 0, 0, IDLE, 1, 1
